relative_unix	hashed_host_path_query	response_size	time_firstbyte
3174	-1355636535	20565	2.63E-4
3174	-681906279	29115	1.96E-4
3174	565606238	27714	1.83E-4
3174	1555220685	25710	1.77E-4
3174	-1506612195	83106	2.39E-4
3174	1740238467	29106	1.81E-4
3174	233319793	41458	0.654805
3174	-237385677	52249	1.9E-4
3174	382317431	36743	1.8E-4
3174	-835847956	22072	1.68E-4
3174	-583497426	51364	2.65E-4
3174	-1172469439	54821	0.391276
3174	71852176	33930	1.78E-4
3174	-232638670	37866	0.014795
3174	-1382089956	20545	2.75E-4
3174	660038086	120886	2.1E-4
3174	1046672905	11761	1.81E-4
3174	1617750202	35026	1.8E-4
3174	-532797518	24228	3.33E-4
3174	419420011	31322	2.06E-4
3174	592602113	49705	1.91E-4
3174	-627309698	75650	1.83E-4
3174	378094966	42150	1.97E-4
3174	-763133035	13799	0.328884
3174	458058527	35926	0.379437
3174	-332584805	54469	2.34E-4
3174	-933313153	33003	2.01E-4
3174	-39145677	8220	1.86E-4
3174	-2130411977	13191	0.29313
3174	-1460953775	25173	2.35E-4
3174	1276699041	45391	1.83E-4
3174	-121348131	55925	1.92E-4
3174	1860251574	21705	1.018993
3174	1759067076	26946	1.94E-4
3174	339775797	26264	0.276018
3174	-1219397436	19958	1.89E-4
3174	-1316681750	34325	2.25E-4
3174	1179759453	9679	0.589067
3174	258927258	53748	2.45E-4
3174	1684646894	13980	2.75E-4
3174	575018586	18009	2.77E-4
3174	197448912	103099	1.69E-4
3174	1997453691	113206	1.79E-4
3174	-1597723807	117036	1.85E-4
3174	1821309508	133989	2.02E-4
3174	-773668503	72593	1.91E-4
3174	593380486	15493	1.78E-4
3174	-1796710823	16919	2.12E-4
3174	-1834880702	18780	0.273782
3174	327659109	25404	1.75E-4
3174	1772772215	112841	1.83E-4
3174	64879827	45481	1.9E-4
3174	1883027180	28691	0.315873
3174	1255206572	12801	1.85E-4
3174	1669297936	38855	1.95E-4
3174	1509526645	12011	1.76E-4
3174	769682253	39058	1.94E-4
3174	-906543308	26937	1.72E-4
3174	458058527	35926	1.75E-4
3174	-486792481	12786	2.05E-4
3174	1322010746	74600	2.75E-4
3174	873492568	25512	1.98E-4
3174	-2080685071	24791	1.93E-4
3175	1641247432	55029	2.83E-4
3175	-349343492	66575	3.78E-4
3175	-1650448760	38644	2.07E-4
3175	-240673156	53713	1.88E-4
3175	1167551140	10108	0.310566
3175	1795005392	29201	2.13E-4
3175	-71410138	46849	0.297085
3175	-457145282	84231	2.11E-4
3175	2058569736	63806	1.78E-4
3175	-121102871	33103	1.9E-4
3175	1329537231	28316	1.8E-4
3175	1768372667	19529	2.74E-4
3175	-1346405047	123005	2.01E-4
3175	-140231761	14623	0.238124
3175	-328569843	24862	1.9E-4
3175	-487852312	41764	2.08E-4
3175	1520828821	10827	0.21055
3175	1450230123	22656	1.92E-4
3175	1926991484	11089	2.07E-4
3175	-500806310	19226	2.45E-4
3175	1977638956	42650	1.88E-4
3175	-1930885911	9975	2.04E-4
3175	-1905210932	27226	1.89E-4
3175	563268778	24394	2.75E-4
3175	314177883	14966	1.83E-4
3175	-1130470209	42035	1.94E-4
3175	213347018	27929	1.75E-4
3175	1518266608	46119	1.85E-4
3175	-868627405	40286	2.04E-4
3175	1320331224	19092	1.86E-4
3175	-1676027799	31386	2.17E-4
3175	-12924110	58422	0.551808
3175	-1457525861	11170	1.89E-4
3175	714829966	25659	2.09E-4
3175	-415020114	71826	1.72E-4
3175	1289884341	18290	2.01E-4
3175	-402364357	12904	1.72E-4
3175	214210262	15732	2.09E-4
3175	-1211047208	61778	2.23E-4
3175	1981607768	18562	0.309301
3175	686298371	15025	2.1E-4
3175	152433636	18013	1.88E-4
3175	138286023	61244	2.6E-4
3175	-1548163523	22622	2.17E-4
3175	305132794	23705	1.99E-4
3175	-1354755121	23262	2.0E-4
3175	781429916	25076	0.471562
3175	754614066	24923	1.74E-4
3175	498053885	24266	1.88E-4
3175	597152935	32541	2.0E-4
3175	-298400769	155632	1.9E-4
3175	-1205509457	19703	1.78E-4
3175	1424068725	16181	2.71E-4
3175	-746289825	8683	0.538987
3175	1089056783	17669	1.95E-4
3175	-1233644846	37571	0.238467
3175	-1377064522	12375	2.6E-4
3175	-1540655068	29901	1.81E-4
3175	1151990943	74155	2.21E-4
3175	-743681089	20192	2.29E-4
3175	1439516393	148961	2.2E-4
3175	106355426	17517	1.74E-4
3175	-1876513521	87836	2.01E-4
3175	799282999	8445	1.85E-4
3175	2138988562	79979	3.17E-4
3175	986342068	24932	0.57699
3175	754614066	24923	2.03E-4
3175	567911102	50188	2.77E-4
3175	686400878	16736	2.72E-4
3175	65179292	32914	2.07E-4
3175	-981876905	16623	1.79E-4
3175	780125499	27397	1.82E-4
3175	-904067245	110726	0.311978
3175	-1234365746	11982	2.0E-4
3175	1050737399	22674	2.05E-4
3175	731520025	27360	1.86E-4
3175	993117742	7789	1.62E-4
3175	-543663591	30047	1.91E-4
3175	-1681567407	26256	2.25E-4
3175	1367265111	18287	1.8E-4
3175	-424815753	136201	1.78E-4
3175	-298561365	39761	1.95E-4
3175	664128587	68252	1.68E-4
3175	1901324825	14366	0.354388
3175	1762866049	100844	1.77E-4
3175	-1892194123	77097	0.411545
3175	-1725263409	7798	2.24E-4
3175	1762601844	13295	0.228035
3175	519411593	21514	1.7E-4
3175	-1390744091	73761	2.35E-4
3175	42418286	14146	2.12E-4
3175	-277291813	27626	2.07E-4
3175	1357215196	19262	1.85E-4
3175	-214065195	65487	1.7E-4
3175	1655211833	126366	1.76E-4
3175	-847096014	51200	1.77E-4
3175	164443550	47625	1.91E-4
3175	-1203328691	21748	2.38E-4
3175	-1702425614	15561	1.73E-4
3175	-1333393753	15097	1.88E-4
3175	631758200	10883	1.7E-4
3175	-1761159538	22954	1.84E-4
3175	50650357	25730	2.08E-4
3175	-515429046	17064	1.75E-4
3175	-2017571083	224445	2.01E-4
3175	-149684692	107742	1.82E-4
3175	-482155196	12342	1.83E-4
3175	-1133699366	16067	2.06E-4
3175	606025354	46041	2.25E-4
3175	-1349407853	25435	0.19323
3175	1562846983	23123	2.45E-4
3175	949936883	38087	1.9E-4
3175	185037068	22273	2.0E-4
3175	-1863358142	180269	1.99E-4
3175	-547463046	17264	0.009531
3175	-1932672682	58817	2.03E-4
3176	1676000380	70258	1.89E-4
3176	-1641546410	17716	1.98E-4
3176	-1350848499	20818	1.8E-4
3176	-1749443047	36143	1.9E-4
3176	-279889667	8906	1.79E-4
3176	964912526	20831	1.79E-4
3176	1574980892	19893	0.261395
3176	-1477224023	22623	1.83E-4
3176	-1273844454	16245	2.46E-4
3176	993117742	7789	2.4E-4
3176	1034734672	13627	2.02E-4
3176	-1021907201	38854	2.24E-4
3176	-219704273	15121	2.29E-4
3176	-1651014297	81844	2.11E-4
3176	-437992346	17212	1.77E-4
3176	367184683	13400	2.59E-4
3176	-1890091868	26735	1.86E-4
3176	793650562	44355	0.497738
3176	997085714	31226	1.87E-4
3176	677056427	11358	1.77E-4
3176	662099807	28006	0.288631
3176	817743305	65347	1.71E-4
3176	-1062137120	22104	1.78E-4
3176	1419753214	47801	0.231372
3176	-1836885744	48645	1.99E-4
3176	-1622240240	17259	2.01E-4
3176	-2001140962	12556	1.71E-4
3176	1282988807	28629	2.53E-4
3176	257487572	10899	0.197527
3176	-2102363577	87229	0.220233
3176	-1781080524	37849	2.64E-4
3176	-699533495	19048	1.71E-4
3176	-234819110	7899	0.261234
3176	-374391513	39168	2.45E-4
3176	1919558071	42419	1.99E-4
3176	-2076346306	26918	0.393943
3176	1235753115	31894	1.74E-4
3176	-642540584	14947	1.86E-4
3176	114111603	35405	1.8E-4
3176	2068122442	17128	1.84E-4
3176	1778241888	19378	1.83E-4
3176	2127424535	83260	2.33E-4
3176	-556127783	19580	1.76E-4
3176	825798923	7974	0.320781
3176	-982329760	10701	2.06E-4
3176	-386039188	13375	3.23E-4
3176	1488723797	53472	1.86E-4
3176	1722591557	28944	2.05E-4
3176	187816548	16559	2.45E-4
3176	336191268	38478	2.85E-4
3176	658568692	19484	1.86E-4
3176	-558741129	26852	2.59E-4
3176	-196838032	61541	1.85E-4
3176	-1109406154	22561	2.67E-4
3176	-330959551	6885	1.78E-4
3176	-342327988	71212	1.9E-4
3176	-442595611	28742	2.05E-4
3176	-337948022	60840	1.93E-4
3176	1702173407	21635	1.68E-4
3176	-450770450	26897	2.82E-4
3176	-1717370083	20310	1.91E-4
3176	1345706801	52503	1.78E-4
3176	-1004388822	37015	2.21E-4
3176	345854220	11427	0.306895
3176	-1126401084	23454	1.83E-4
3176	-3536407	29675	1.74E-4
3176	78037768	15469	1.64E-4
3176	1992212726	58700	0.393717
3176	-949184910	51474	1.96E-4
3176	861976036	22575	1.97E-4
3176	-851011221	93385	1.89E-4
3176	357187461	15781	2.37E-4
3176	542401588	29475	1.84E-4
3176	-1861256282	91974	1.89E-4
3176	-1643653949	16614	1.83E-4
3176	-60098215	20494	1.98E-4
3176	-1590690722	15553	2.39E-4
3176	-1429524087	32271	2.04E-4
3176	-175830880	37685	1.8E-4
3176	-216195391	17898	2.4E-4
3176	453278312	82802	1.76E-4
3176	960330454	36797	2.03E-4
3176	-1096342570	37971	2.21E-4
3176	-52002235	17396	2.05E-4
3176	-2046766120	34351	3.07E-4
3176	-1133348926	59296	2.11E-4
3176	528598919	29048	1.96E-4
3176	-1684039098	7074	2.37E-4
3176	-1240388582	15887	2.01E-4
3176	-1526522381	14931	1.77E-4
3176	-2067389934	59883	1.92E-4
3177	337831648	24104	1.87E-4
3177	431504996	29650	2.62E-4
3177	-675930659	96699	2.42E-4
3177	6335525	12224	2.7E-4
3177	-667059520	29084	2.04E-4
3177	-1696584960	16216	2.24E-4
3177	-1986928514	21140	2.3E-4
3177	1089740187	22078	1.93E-4
3177	730233486	11213	2.86E-4
3177	-746365301	67093	2.09E-4
3177	-1815041357	31426	2.27E-4
3177	276179075	23084	1.85E-4
3177	261447048	9327	1.8E-4
3177	-617128534	16045	1.89E-4
3177	-1733246860	28638	1.76E-4
3177	-728961843	23758	0.231719
3177	-606551178	64302	0.427378
3177	1371154894	13420	1.9E-4
3177	-1174600226	25911	1.8E-4
3177	-1350848499	20818	1.67E-4
3177	-1350848499	20818	1.86E-4
3177	1188652840	12329	1.74E-4
3177	889561339	55195	1.79E-4
3177	-107186622	33804	1.79E-4
3177	199982957	12766	1.78E-4
3177	3591205	15935	3.76E-4
3177	-1528502690	16351	1.83E-4
3177	1963103023	53860	1.83E-4
3177	-49547717	29448	1.87E-4
3177	-1758095012	20497	1.96E-4
3177	-167408012	37623	1.88E-4
3177	-1950934631	15238	1.89E-4
3177	-279889667	8905	1.94E-4
3177	1610936670	22478	2.18E-4
3177	-1404425099	71412	1.85E-4
3177	-240807967	47519	2.05E-4
3177	1665700504	14648	1.98E-4
3177	-763099203	14729	1.74E-4
3177	1183292102	23901	1.83E-4
3177	31455395	15888	1.65E-4
3177	-1552115135	15336	2.19E-4
3177	-1119295789	68124	2.02E-4
3177	1724699635	61103	1.73E-4
3177	771028081	47524	1.97E-4
3177	-294967986	7066	0.491045
3177	308534249	11630	2.41E-4
3177	1758084152	15826	2.09E-4
3177	-794454417	114025	1.98E-4
3177	779608488	25876	1.78E-4
3177	65361852	189227	1.93E-4
3177	-1303675420	203443	1.89E-4
3177	1396740931	158410	1.82E-4
3177	-357311050	10640	2.1E-4
3177	2138035644	26847	1.84E-4
3177	1885271435	73176	1.67E-4
3177	-1834203400	30748	0.200214
3177	-1538845801	28584	1.9E-4
3177	-138988887	30790	2.37E-4
3177	-1747770638	69940	2.34E-4
3177	-1218672396	44903	1.94E-4
3177	993117742	7789	3.07E-4
3177	-1016614550	13003	0.75004
3177	-427609614	33301	1.434631
3177	-1678207388	105288	1.96E-4
3177	942505063	30510	2.14E-4
3177	1113193908	24724	0.349597
3177	415680284	35009	1.89E-4
3177	-1460541004	39386	1.76E-4
3177	-826409621	50214	2.13E-4
3177	-1709109882	13881	1.81E-4
3177	2061257454	20740	2.03E-4
3177	1056552831	31058	3.24E-4
3177	1056443290	66743	1.94E-4
3177	-861099876	16928	2.13E-4
3177	1835964676	45924	1.94E-4
3177	1809227843	43796	2.01E-4
3177	-1911393090	33075	1.96E-4
3177	618598164	67562	2.71E-4
3177	-893050133	39353	2.02E-4
3177	-1522427169	55290	1.89E-4
3177	-1238819353	24295	2.11E-4
3177	-9091333	14258	1.85E-4
3177	753400840	8387	0.244392
3177	1682865363	35597	1.85E-4
3177	-475065711	28305	1.79E-4
3177	-430872174	18463	1.87E-4
3177	1234717150	29847	2.85E-4
3177	1569115085	33762	2.88E-4
3177	1098570852	21289	1.86E-4
3177	255868895	68469	2.0E-4
3177	-1892356913	25200	2.03E-4
3177	81486627	115539	1.86E-4
3177	583281449	31540	1.81E-4
3177	615287497	24390	2.19E-4
3177	-167268990	33921	1.81E-4
3177	-1189511355	8040	0.931588
3177	634319305	46424	1.94E-4
3177	-524081406	11753	2.79E-4
3177	807913080	52795	1.9E-4
3177	-646405420	12801	1.83E-4
3177	794157568	15305	1.85E-4
3177	-2004498816	87430	1.86E-4
3177	-2113986539	8688	2.37E-4
3177	-1083477386	13359	2.1E-4
3177	-503598935	13235	1.95E-4
3177	1093425860	45683	1.98E-4
3177	1167740240	8737	2.38E-4
3177	985864038	14874	2.05E-4
3178	856033149	71071	1.9E-4
3178	359442623	86333	2.21E-4
3178	1270525771	7238	1.74E-4
3178	-226373629	34925	1.84E-4
3178	-197258946	79328	2.13E-4
3178	-1357769222	26506	1.88E-4
3178	-1350848499	20818	2.34E-4
3178	1235520428	14280	2.02E-4
3178	-1693472462	18033	0.275128
3178	1123895434	35230	2.01E-4
3178	1058402227	8818	2.17E-4
3178	-822090232	12056	0.28889
3178	-226373629	34925	1.78E-4
3178	426915790	13590	2.07E-4
3178	1529910037	46218	1.8E-4
3178	-450548929	63761	1.98E-4
3178	-1825332340	30695	1.93E-4
3178	1602993070	11975	2.17E-4
3178	828639669	55318	2.11E-4
3178	550707077	63710	1.75E-4
3178	-189950086	38121	2.11E-4
3178	-1947764259	24275	2.16E-4
3178	648431273	15943	2.02E-4
3178	-1031350285	26554	0.315121
3178	711567648	18059	3.39E-4
3178	1830180770	11816	2.0E-4
3178	-576103898	57467	2.04E-4
3178	1061762727	12240	2.42E-4
3178	-1045732143	48562	2.15E-4
3178	224596482	17217	2.5E-4
3178	-988429540	10977	1.75E-4
3178	1957118816	9033	2.0E-4
3178	-1289249911	10805	1.99E-4
3178	1683016080	62087	1.95E-4
3178	-696867223	8626	0.902976
3178	1858358999	18174	0.203356
3178	1026830459	93086	1.98E-4
3178	22180609	27755	2.55E-4
3178	-358486159	27346	1.84E-4
3178	23896936	19099	1.88E-4
3178	104747406	18316	1.77E-4
3178	-376974016	24587	0.33039
3178	1633656030	14097	1.9E-4
3178	-36385780	10986	2.65E-4
3178	-774171133	84832	1.71E-4
3178	-856095437	26646	2.02E-4
3178	1430592685	71587	2.47E-4
3178	-696001865	10172	0.291678
3178	1391440189	11079	0.271909
3178	701926430	24357	2.34E-4
3178	-415328927	147419	4.745702
3178	-1169695026	19622	0.348883
3178	-1524990775	11662	0.285197
3178	-1261554178	19625	1.38104
3178	1192319533	227543	1.81E-4
3178	1128703815	33349	1.53E-4
3178	-80155129	50595	1.97E-4
3178	-583850864	6728	0.012781
3178	2136987335	19199	1.82E-4
3178	1668363895	12973	0.224948
3178	-1717048543	46429	1.97E-4
3178	-550153516	15102	1.97E-4
3178	-365968309	38105	1.77E-4
3178	-604481732	12119	1.86E-4
3178	-1844232165	15670	2.53E-4
3178	1175929074	20871	1.74E-4
3178	1932148164	30230	2.58E-4
3178	993117742	7789	1.72E-4
3178	-1235837427	22027	2.71E-4
3178	-650124513	14467	1.9E-4
3178	462787382	24027	2.08E-4
3178	1891768996	55486	2.04E-4
3178	-589366357	72877	1.95E-4
3178	-1455047081	12233	3.71E-4
3178	-838332694	20737	1.87E-4
3178	-1798802411	93907	2.01E-4
3178	-786005170	16403	1.8E-4
3178	1765807297	37925	2.41E-4
3178	724403210	10981	1.87E-4
3178	-185973964	17628	0.309101
3178	-1807176584	11359	1.95E-4
3178	-1587441759	31249	0.361685
3178	-46895857	11700	2.34E-4
3178	-909538045	26841	2.07E-4
3178	-442817522	18368	2.09E-4
3178	-1844296802	19636	2.1E-4
3178	55688610	23339	1.86E-4
3178	-1438262578	21993	2.68E-4
3178	1022509278	16701	1.92E-4
3178	-1007611038	13583	2.65E-4
3178	-1816111995	35674	1.84E-4
3178	-1586193148	14444	2.32E-4
3178	-1893691691	54061	1.79E-4
3178	-1326558207	27489	2.52E-4
3178	-1805645801	10975	2.01E-4
3178	-2047165847	12595	2.23E-4
3178	-719629655	115009	1.9E-4
3179	-147055669	22769	1.91E-4
3179	796214277	19648	0.291661
3179	1001360482	68098	1.78E-4
3179	-677709884	38120	2.66E-4
3179	2079878543	8292	1.96E-4
3179	731411592	20011	1.96E-4
3179	-674626637	35325	1.95E-4
3179	-772301415	23804	1.78E-4
3179	1305843439	86172	1.9E-4
3179	1668281271	68000	2.02E-4
3179	-1498210109	16118	2.45E-4
3179	1864670732	60426	1.89E-4
3179	-1381537434	10147	2.96E-4
3179	-1120530630	108347	1.85E-4
3179	1882497095	24448	1.97E-4
3179	1586584518	14910	1.9E-4
3179	1573948823	15248	3.73E-4
3179	1802924168	16856	2.09E-4
3179	1061033257	51491	0.317004
3179	642573561	11859	2.74E-4
3179	1963469253	85558	2.56E-4
3179	145043160	14114	2.79E-4
3179	814513875	33590	2.21E-4
3179	-1392998759	34788	0.452975
3179	1915599286	30092	1.85E-4
3179	628229731	6195	0.252679
3179	-2029363167	54250	1.88E-4
3179	-1667878302	12329	1.92E-4
3179	1416466387	153565	1.9E-4
3179	-2091352423	55828	2.26E-4
3179	-1780679537	61267	2.22E-4
3179	2138988562	79979	1.96E-4
3179	259781016	13353	0.314765
3179	32474670	46823	1.95E-4
3179	801125221	57557	3.863958
3179	-1786599823	28563	2.09E-4
3179	-69470415	13451	2.26E-4
3179	1045804368	37343	2.3E-4
3179	-1783097859	19556	3.62E-4
3179	1071374137	27388	1.87E-4
3179	-1845223914	520387	1.75E-4
3179	1688510005	26161	1.8E-4
3179	373863081	12145	2.63E-4
3179	271482591	50710	1.77E-4
3179	706989797	13571	1.95E-4
3179	-1606966442	55244	1.89E-4
3179	1251869151	50436	1.84E-4
3179	-1403863465	37605	1.88E-4
3179	2064203393	11468	1.96E-4
3179	1791335450	54315	2.09E-4
3179	-415711551	17249	1.91E-4
3179	831210962	24286	3.15E-4
3179	2068350026	12077	1.83E-4
3179	-1686092620	111434	2.14E-4
3179	696310291	116459	1.92E-4
3179	1894553797	43413	1.8E-4
3179	-1709007073	19910	1.91E-4
3179	-1274724455	21521	2.03E-4
3179	-1737508629	14116	1.94E-4
3179	1612202789	43235	1.93E-4
3179	1938611744	15491	1.87E-4
3179	-886640185	172835	1.83E-4
3179	-1345557136	22420	1.83E-4
3179	-614550676	20508	0.010247
3179	-397296530	122365	1.91E-4
3179	-1045732143	48562	2.05E-4
3179	1117899693	13859	0.312322
3179	-1113535967	17755	1.74E-4
3179	-1151282198	57757	0.501675
3179	-1455366492	78184	1.95E-4
3179	2122375045	18693	2.05E-4
3179	-99930383	16764	2.08E-4
3179	814202811	13129	1.86E-4
3179	-570398666	144673	1.79E-4
3179	745394778	22204	2.04E-4
3179	-1350848499	20818	1.96E-4
3179	213541052	19210	1.94E-4
3179	-1456282706	22070	2.37E-4
3179	-312583755	15905	1.88E-4
3179	380642789	16726	0.218344
3179	1416466387	153565	1.84E-4
3179	-1510313861	18637	0.264257
3179	-1198265830	11551	1.75E-4
3179	-2087647132	38546	2.67E-4
3179	575311040	9037	0.532815
3179	656363360	65858	1.77E-4
3179	1959036473	21602	1.86E-4
3179	807735875	13754	1.89E-4
3179	-1170706587	73876	1.88E-4
3179	1903541047	66764	1.86E-4
3179	1429336065	23906	1.92E-4
3179	-1881651005	21990	2.26E-4
3179	-1194806692	28165	2.03E-4
3179	393776630	47201	1.75E-4
3179	507104431	17284	1.92E-4
3179	580737781	20059	2.64E-4
3179	-822090232	12056	2.04E-4
3179	-174029447	9551	2.57E-4
3179	-1616545482	28718	2.96E-4
3179	-333814417	54204	1.88E-4
3179	198316435	7245	1.89E-4
3179	1857851188	10443	2.62E-4
3179	-1667632135	43175	1.86E-4
3179	-2145142254	62602	1.85E-4
3179	-236223087	41915	1.98E-4
3179	-466644046	35043	0.296104
3179	-1765315018	10911	0.208885
3180	489175155	28863	2.52E-4
3180	-1099018653	27568	2.01E-4
3180	550599542	115451	2.09E-4
3180	-979259552	20821	0.308585
3180	1053035107	23922	1.93E-4
3180	-1799562572	38585	1.91E-4
3180	-1316681750	34325	1.82E-4
3180	1717837170	39173	2.46E-4
3180	634554594	13542	0.374893
3180	1555077121	24798	1.83E-4
3180	-205613097	50498	1.88E-4
3180	732526805	7434	0.302142
3180	1737725548	11314	2.4E-4
3180	-26630104	18726	2.01E-4
3180	938741456	16783	2.68E-4
3180	1857851188	10481	0.287164
3180	743097354	17162	0.187878
3180	-1270530731	28228	2.68E-4
3180	-1570596445	47977	2.0E-4
3180	209230393	18494	1.89E-4
3180	631307405	41091	1.95E-4
3180	-1028272109	22041	1.95E-4
3180	664254216	15116	1.94E-4
3180	-44653001	29194	1.99E-4
3180	-929303344	13944	1.85E-4
3180	-93054997	127980	2.02E-4
3180	-774171133	84832	1.92E-4
3180	-1866419554	51749	2.6E-4
3180	-110512593	21566	1.87E-4
3180	-1909102877	51533	0.225993
3180	1616854521	37738	1.82E-4
3180	562653671	17099	1.95E-4
3180	-1805275783	18508	1.69E-4
3180	-271580078	75506	1.79E-4
3180	507211884	15482	2.52E-4
3180	-581105411	9862	2.63E-4
3180	1828206636	16059	0.253223
3180	484246257	14980	2.08E-4
3180	-566697047	17342	0.332233
3180	-1793549291	10251	0.270085
3180	-1316681750	34325	1.87E-4
3180	-428672963	77401	1.87E-4
3180	1472834139	179040	3.34E-4
3180	1279324261	20281	0.258171
3180	121414452	13210	0.200196
3180	-746245288	29614	1.91E-4
3180	86414122	24266	1.73E-4
3180	-1730391911	62746	2.47E-4
3180	334200901	14500	2.58E-4
3180	-1042211145	166102	1.92E-4
3180	1767144161	38824	3.61E-4
3180	-1678014088	113601	1.82E-4
3180	-1403514118	24733	0.293884
3180	-1327763595	13862	0.212672
3180	-987993461	28898	1.8E-4
3180	-241067551	14463	2.12E-4
3180	-1194402525	86292	1.84E-4
3180	-1834552929	11197	1.75E-4
3180	-1724246567	23212	0.2913
3180	-1038107172	20623	0.419232
3180	-1622700423	41399	1.91E-4
3180	1021382396	28331	1.97E-4
3180	901644645	86579	1.93E-4
3180	556266574	45027	1.84E-4
3180	81486627	115539	1.85E-4
3180	1627842168	52311	1.96E-4
3180	-1745559320	34990	1.89E-4
3180	862093175	21725	2.54E-4
3180	-1134387999	14111	2.62E-4
3180	1015772132	28496	2.24E-4
3180	1968118711	17670	2.03E-4
3180	-965572992	26524	2.93E-4
3180	-329055123	33712	1.79E-4
3180	-687046982	18533	0.30765
3180	-1088943886	12761	0.00992
3180	-1753430376	38421	1.9E-4
3180	-1010381268	15694	1.45237
3180	1371678507	62381	2.03E-4
3180	1230507373	42428	2.12E-4
3180	695086379	23246	1.78E-4
3180	2103797333	18384	1.92E-4
3180	-430589601	17435	1.82E-4
3180	-1350848499	20818	1.82E-4
3180	1020889210	6964	1.98E-4
3180	-1111011533	50507	2.54E-4
3180	-278645016	30207	1.89E-4
3180	363621172	16199	2.28E-4
3180	-1152102357	33757	2.23E-4
3180	592640416	19573	2.28E-4
3180	182303997	26374	1.73E-4
3180	732526805	7434	0.304106
3180	-1768543101	51338	2.28E-4
3180	-35776630	45884	2.01E-4
3180	-1643701113	17940	1.73E-4
3180	-389874371	41814	2.0E-4
3180	-1899525235	24542	0.348908
3180	108549944	40213	2.99E-4
3180	740631213	8575	0.289662
3180	-1507506920	27403	1.79E-4
3180	-1028272109	22041	2.3E-4
3180	-1440582283	14503	2.29E-4
3180	-358374239	22312	1.92E-4
3180	1145192595	8774	2.19E-4
3180	-178884896	27703	1.97E-4
3180	-1480382776	70062	1.94E-4
3180	880474491	63195	1.9E-4
3180	-465516631	17920	1.99E-4
3180	374642225	48628	1.77E-4
3180	-1692133379	29695	1.84E-4
3180	-328573531	10600	0.361359
3180	-1330447134	14310	2.09E-4
3181	-408608946	13748	1.86E-4
3181	-2027772665	11951	0.206957
3181	1607221450	251698	1.99E-4
3181	-2036253055	42240	1.94E-4
3181	1626990952	31599	2.11E-4
3181	89772034	8163	0.308202
3181	-1075262783	45211	1.87E-4
3181	-385752223	14463	2.37E-4
3181	1326449711	29732	2.17E-4
3181	-1374521404	15382	2.25E-4
3181	-1318594648	34351	0.202113
3181	488916062	49434	2.549979
3181	-2077041225	39914	2.24E-4
3181	503661038	18942	0.313762
3181	1259509924	28769	2.02E-4
3181	535626082	21503	1.79E-4
3181	244152431	16374	2.63E-4
3181	-1451064948	26013	1.84E-4
3181	1767127257	31697	0.38771
3181	-1070467051	13507	2.0E-4
3181	1614495914	17300	1.75E-4
3181	408363073	66180	1.92E-4
3181	221508868	50993	2.03E-4
3181	2111567401	36297	1.85E-4
3181	-2065531343	14384	0.010397
3181	1944995157	34033	1.87E-4
3181	-665266429	15453	2.06E-4
3181	2004024382	35539	1.96E-4
3181	-1937148465	7190	2.76E-4
3181	544771349	27621	2.23E-4
3181	726554888	9688	1.73E-4
3181	480608099	158283	2.6E-4
3181	-1333993049	15272	2.05E-4
3181	1200842588	22626	1.83E-4
3181	-1045407760	38019	2.18E-4
3181	-851011221	93384	2.07E-4
3181	914495078	27757	2.51E-4
3181	348289346	56276	2.08E-4
3181	389972732	33672	1.88E-4
3181	2103968580	21282	2.23E-4
3181	-985221952	24701	3.18E-4
3181	583323143	14245	0.160626
3181	-1007644443	48534	0.288236
3181	1598671230	24405	1.93E-4
3181	-1407310490	16590	1.9E-4
3181	13072810	30994	2.1E-4
3181	523966608	13009	0.279727
3181	386381454	11601	3.47E-4
3181	971641012	19799	2.74E-4
3181	214007884	9669	0.255433
3181	-61774635	14825	2.75E-4
3181	777148655	29204	2.16E-4
3181	781934077	22301	3.24E-4
3181	-2006785170	20393	0.321988
3181	-1166477547	19530	1.88E-4
3181	169664594	56588	1.87E-4
3181	571784903	15864	1.94E-4
3181	-1757924627	18266	3.27E-4
3181	-333986259	70148	1.7E-4
3181	339160261	97888	1.96E-4
3181	-1380905167	113469	2.15E-4
3181	-621800206	34768	1.93E-4
3181	-1700022448	28479	1.8E-4
3181	238665589	19077	2.57E-4
3181	-832324724	11345	2.15E-4
3181	-4269999	18704	3.11E-4
3181	-1350848499	20818	1.84E-4
3181	1590509880	9629	1.75E-4
3181	2014640345	48151	2.45E-4
3181	1318791233	14589	2.1E-4
3181	-1118529513	52228	1.85E-4
3181	-1569141758	12153	2.51E-4
3181	440557501	4106	0.545519
3181	316872932	24842	0.294608
3181	363727085	59486	0.262495
3181	593542147	33789	2.26E-4
3181	319235158	60515	2.31E-4
3181	963331110	31617	1.82E-4
3181	667672255	10960	0.718901
3181	926927292	14603	2.42E-4
3181	-258106069	53541	1.99E-4
3181	2065399307	34489	1.91E-4
3181	675576185	72055	2.19E-4
3181	-1877833584	30113	2.91E-4
3181	1832235269	17419	3.23E-4
3181	248488842	39957	1.68E-4
3181	1393142569	13545	2.18E-4
3181	1108900038	99914	2.77E-4
3181	1717787975	52110	0.361705
3181	-1537212388	23170	1.95E-4
3181	-1436097869	10086	1.91E-4
3181	659228659	72040	0.345994
3181	-380928842	10375	1.75E-4
3181	1747505957	10421	1.94E-4
3181	-1011250267	33619	2.02E-4
